Step,Loss,Batch Size,Accuracy
2098,1.2694856,16,0.5
2099,1.569937,16,0.25
2100,1.7792454,16,0.4375
2101,1.13553,16,0.5625
2102,1.2040744,16,0.5
2103,2.1175444,16,0.1875
2104,1.2162235,16,0.5625
2105,1.2950096,16,0.375
2106,1.4669962,16,0.4375
2107,1.7967572,16,0.375
2108,1.3480401,16,0.5625
2109,1.7115746,17,0.4375
2110,1.3175073,17,0.5294118
2111,1.518757,17,0.5882353
2112,1.6509085,17,0.4117647
2113,1.7575225,17,0.23529412
2114,1.854871,17,0.4117647
2115,1.6266385,16,0.4117647
2116,1.1778586,16,0.625
2117,0.87356675,16,0.75
2118,1.7767851,16,0.375
2119,1.4430935,16,0.25
2120,1.4812357,16,0.5
2121,1.7529869,16,0.4375
2122,1.0333192,16,0.6875
2123,1.3325584,16,0.625
2124,1.7742865,16,0.3125
2125,1.2612362,16,0.5
2126,1.4793551,16,0.5
2127,1.4081899,16,0.6875
2128,1.1771064,16,0.5
2129,1.2597585,16,0.625
2130,1.5858581,16,0.4375
2131,1.0836754,16,0.75
2132,1.18381,16,0.5625
2133,1.3307247,16,0.5
2134,1.2701864,16,0.625
2135,0.9623857,16,0.6875
2136,1.3822312,16,0.5625
2137,0.8885971,16,0.75
2138,1.2155427,16,0.6875
2139,1.1112876,16,0.6875
2140,1.0513041,16,0.75
2141,1.3737968,16,0.5
2142,1.9627405,18,0.1875
2143,1.9069657,18,0.5555556
2144,1.3299068,18,0.5
2145,1.2675308,18,0.6666667
2146,1.1560056,19,0.6111111
2147,1.4355644,19,0.36842105
2148,1.2442048,18,0.47368422
2149,1.3548023,18,0.3888889
2150,1.6223897,19,0.44444445
2151,1.1822184,19,0.6315789
2152,1.517466,19,0.5263158
2153,1.4959973,18,0.47368422
2154,1.1944776,18,0.6111111
2155,1.4444079,18,0.5
2156,1.4733679,19,0.44444445
2157,1.4684505,19,0.47368422
2158,1.3586874,19,0.5263158
2159,1.6179062,19,0.31578946
2160,1.7014805,18,0.42105263
2161,1.8048129,18,0.33333334
2162,1.1578162,18,0.6111111
2163,1.1770873,17,0.7222222
2164,1.1379982,17,0.7058824
2165,1.5364398,17,0.4117647
2166,1.2966158,17,0.29411766
2167,1.4368577,17,0.5294118
2168,1.730902,17,0.4117647
2169,1.0117867,17,0.8235294
2170,1.6844735,17,0.4117647
2171,1.1926776,17,0.47058824
2172,1.1854212,17,0.7058824
2173,0.82387495,17,0.7647059
2174,1.7394767,18,0.4117647
2175,1.3355799,18,0.5
2176,1.4864413,18,0.44444445
2177,1.2547333,18,0.6666667
2178,1.1482123,18,0.7222222
2179,0.88516724,19,0.6666667
2180,1.1512756,19,0.57894737
2181,1.5819796,19,0.47368422
2182,1.9044268,19,0.31578946
2183,1.3622854,19,0.5263158
2184,1.2898384,19,0.42105263
2185,1.1103245,19,0.47368422
2186,1.5148864,19,0.42105263
2187,1.4835507,19,0.42105263
2188,0.95409656,19,0.68421054
2189,1.0226812,18,0.68421054
2190,1.0239847,18,0.7777778
2191,1.1507976,18,0.6111111
2192,1.1367736,18,0.6666667
2193,1.2674427,18,0.6666667
2194,1.1803896,18,0.5555556
2195,1.4010516,18,0.5
2196,1.879659,19,0.3888889
2197,2.1345444,20,0.31578946
2198,1.2613409,19,0.55
2199,1.1349574,19,0.68421054
2200,0.9487365,19,0.6315789
2201,1.1125867,19,0.6315789
2202,1.3878895,19,0.5263158
2203,1.8353668,19,0.36842105
2204,1.2257004,19,0.68421054
2205,1.1874954,19,0.5263158
2206,1.0474136,19,0.47368422
2207,1.2246221,19,0.6315789
2208,1.8428093,19,0.31578946
2209,1.2527933,18,0.47368422
2210,1.5778193,18,0.3888889
2211,1.1476516,19,0.7222222
2212,1.7555861,18,0.5263158
2213,1.5944446,18,0.44444445
2214,1.4581436,19,0.5555556
2215,1.520292,19,0.5263158
2216,1.6271194,19,0.42105263
2217,1.7443742,18,0.42105263
2218,1.3499174,18,0.44444445
2219,1.0475241,18,0.7222222
2220,0.9495324,18,0.6111111
2221,1.2745762,18,0.6111111
2222,1.4153893,18,0.5
2223,1.7623707,18,0.44444445
2224,1.0077496,18,0.6666667
2225,1.47086,18,0.5555556
2226,1.7773479,19,0.44444445
2227,1.3204855,18,0.36842105
2228,1.3633512,18,0.3888889
2229,1.4153064,18,0.3888889
2230,1.7921488,18,0.3888889
2231,1.1705905,18,0.6111111
2232,1.2397859,18,0.6111111
2233,1.4257971,18,0.44444445
2234,1.321818,18,0.44444445
2235,1.2572749,18,0.5555556
2236,1.0050441,18,0.5555556
2237,1.6681485,18,0.44444445
2238,1.5443765,18,0.5555556
2239,1.6267314,18,0.3888889
2240,1.512074,18,0.3888889
2241,1.0851306,17,0.6111111
2242,1.021171,17,0.5882353
2243,1.2853564,17,0.5882353
2244,0.90110725,17,0.7647059
2245,1.6676514,17,0.4117647
2246,1.8689363,17,0.47058824
2247,1.3621391,17,0.5294118
2248,1.2190014,17,0.47058824
2249,1.4272159,17,0.5882353
2250,1.705052,17,0.3529412
2251,1.9515262,17,0.3529412
2252,1.4366614,17,0.4117647
2253,1.5439907,17,0.3529412
2254,1.3472047,17,0.3529412
2255,1.7206103,17,0.5882353
2256,1.4468244,17,0.5882353
2257,1.4050183,17,0.5294118
2258,1.2164992,16,0.5882353
2259,1.523004,16,0.5
2260,1.2917142,16,0.5
2261,1.2304274,16,0.625
2262,1.0097222,16,0.625
2263,1.4427748,16,0.4375
2264,1.66009,16,0.375
2265,1.1425253,16,0.5
2266,0.9227926,16,0.6875
2267,1.489522,16,0.5
2268,1.9141066,17,0.3125
2269,1.4125977,17,0.4117647
2270,1.2346373,17,0.47058824
2271,1.6503643,17,0.4117647
2272,0.80445296,16,0.7058824
2273,0.80194926,17,0.625
2274,2.5054762,17,0.3529412
2275,0.9574964,17,0.5882353
2276,1.0187181,17,0.64705884
2277,1.5882913,17,0.5294118
2278,1.26978,17,0.47058824
2279,1.53185,17,0.4117647
2280,1.317891,17,0.4117647
2281,1.1585118,17,0.64705884
2282,1.1036714,17,0.5882353
2283,1.0867147,17,0.64705884
2284,1.4624304,17,0.5294118
2285,1.1557086,18,0.64705884
2286,1.0173566,18,0.6666667
2287,1.3517075,18,0.5555556
2288,1.2249256,18,0.5
2289,1.009622,18,0.7222222
2290,1.1372949,18,0.44444445
2291,0.97101647,18,0.7222222
2292,1.5006223,19,0.5
2293,1.5305207,19,0.36842105
2294,1.1398889,19,0.6315789
2295,1.5736979,19,0.7368421
2296,0.94122195,19,0.6315789
2297,1.7551388,20,0.36842105
2298,1.2716639,19,0.6
2299,1.4901339,19,0.47368422
2300,1.1388788,19,0.57894737
2301,1.2237027,19,0.6315789
2302,1.316015,19,0.6315789
2303,1.2065859,19,0.57894737
2304,1.2039452,20,0.5263158
2305,1.2872493,19,0.45
2306,1.4598459,19,0.47368422
2307,1.1356585,19,0.6315789
2308,1.2780167,19,0.6315789
2309,1.212108,19,0.6315789
2310,1.4155918,19,0.5263158
2311,1.3460913,18,0.47368422
2312,1.1174216,18,0.6666667
2313,1.7444223,18,0.3888889
2314,1.4599489,18,0.44444445
2315,1.2133834,18,0.5555556
2316,1.3876512,18,0.44444445
2317,2.1666968,18,0.3888889
2318,1.5354277,18,0.44444445
2319,1.4325484,18,0.3888889
2320,1.3312211,18,0.5555556
2321,1.5343957,18,0.33333334
2322,1.2170076,18,0.6666667
2323,1.3237691,18,0.5
2324,1.0889049,18,0.5555556
2325,1.2930031,18,0.5555556
2326,1.3937715,18,0.3888889
2327,1.4400649,18,0.44444445
2328,1.3665828,17,0.5
2329,1.513224,17,0.47058824
2330,1.3018378,17,0.5882353
2331,1.6161659,17,0.4117647
2332,1.3618306,17,0.4117647
2333,1.5691825,17,0.47058824
2334,1.2347789,17,0.47058824
2335,1.1353692,17,0.64705884
2336,1.1318368,17,0.5882353
2337,1.1651844,17,0.64705884
2338,1.0695736,16,0.64705884
2339,2.022233,17,0.375
2340,1.6147379,18,0.5294118
2341,1.8707414,18,0.3888889
2342,1.8198378,18,0.44444445
2343,1.2646317,17,0.5555556
2344,0.9167522,17,0.64705884
2345,1.1193446,17,0.47058824
2346,1.6871649,17,0.29411766
2347,1.5974412,17,0.4117647
2348,1.2242918,17,0.64705884
2349,1.7030467,17,0.5294118
2350,1.6359844,17,0.47058824
2351,1.2912612,17,0.47058824
2352,1.3442937,17,0.5294118
2353,1.4962084,17,0.5294118
2354,1.227884,17,0.5882353
2355,1.2062721,17,0.5882353
2356,1.6414505,16,0.3529412
2357,1.023862,16,0.6875
2358,1.6665499,16,0.3125
2359,1.5981,16,0.4375
2360,1.1512264,16,0.625
2361,0.90771806,16,0.8125
2362,0.8932197,16,0.6875
2363,1.5260298,16,0.5625
2364,1.6501763,16,0.5
2365,1.6146859,16,0.4375
2366,1.1581981,16,0.625
2367,0.83737063,16,0.6875
2368,1.3980936,16,0.5625
2369,1.3139582,16,0.625
2370,1.7105349,16,0.375
2371,1.375825,16,0.5
2372,1.3950715,16,0.4375
2373,1.0232655,16,0.75
2374,1.3370302,16,0.5
2375,1.5371971,16,0.375
2376,0.9580462,16,0.6875
2377,1.095285,16,0.5
2378,1.689171,16,0.375
2379,1.3355591,16,0.5
2380,1.6698197,16,0.5
2381,1.106538,16,0.5625
2382,1.3218217,16,0.4375
2383,1.2741075,16,0.5625
2384,1.6483588,16,0.375
2385,1.2438481,16,0.5
2386,1.0929297,16,0.8125
2387,0.9897021,16,0.6875
2388,1.563628,16,0.4375
2389,1.245254,16,0.4375
2390,1.7505722,16,0.3125
2391,1.776417,16,0.4375
2392,1.201297,16,0.625
2393,1.2842177,16,0.4375
2394,1.202364,16,0.625
2395,1.6014116,16,0.4375
2396,1.5811656,16,0.3125
2397,1.010257,16,0.8125
2398,1.1430628,16,0.5625
2399,1.0086285,16,0.6875
2400,1.2024401,16,0.6875
2401,1.8927197,16,0.1875
2402,1.3679961,16,0.4375
2403,1.1908282,16,0.375
2404,1.0093033,16,0.625
2405,1.5925636,16,0.375
2406,1.1961912,16,0.5
2407,1.3720894,16,0.4375
2408,2.0084896,16,0.4375
2409,1.5090936,17,0.5625
2410,0.83133906,16,0.7058824
2411,1.147944,17,0.5625
2412,1.2364546,17,0.5294118
2413,1.4898443,17,0.4117647
2414,1.5552373,17,0.5882353
2415,1.1680783,17,0.5882353
2416,0.97935677,17,0.64705884
2417,1.2345837,17,0.7058824
2418,0.7405343,18,0.64705884
2419,1.6836392,18,0.33333334
2420,1.5659695,18,0.5555556
2421,0.99699664,18,0.5555556
2422,0.845911,18,0.7777778
2423,1.6266459,19,0.5
2424,1.4211353,19,0.57894737
2425,1.5468069,19,0.47368422
2426,1.3154364,19,0.47368422
2427,1.4037409,19,0.47368422
2428,1.0719677,19,0.57894737
2429,1.4972962,19,0.5263158
2430,1.7763904,19,0.42105263
2431,1.2392765,19,0.5263158
2432,1.7681861,20,0.47368422
2433,1.3724005,20,0.5
2434,1.4126946,20,0.6
2435,1.1133181,19,0.5
2436,1.7592034,20,0.36842105
2437,1.3376052,19,0.5
2438,1.1758157,19,0.6315789
2439,1.3881873,19,0.47368422
2440,1.2777803,19,0.42105263
2441,1.6475914,19,0.47368422
2442,1.4792972,19,0.5263158
2443,1.7515705,19,0.2631579
2444,1.7771157,19,0.2631579
2445,1.3368934,18,0.57894737
2446,1.2532284,18,0.44444445
2447,1.479896,18,0.6111111
2448,1.1628635,18,0.5
2449,1.1387105,18,0.7222222
2450,0.9296148,18,0.7222222
2451,1.8366227,18,0.2777778
2452,1.2134821,18,0.5555556
2453,1.0113194,18,0.7222222
2454,1.4702616,18,0.5
2455,1.5484141,18,0.5
2456,1.1497326,18,0.6666667
2457,0.9956575,18,0.6666667
2458,1.2499448,18,0.5555556
2459,1.4606806,18,0.5
2460,1.183969,18,0.44444445
2461,1.0104352,18,0.6666667
2462,1.0222726,18,0.7222222
2463,1.2280134,18,0.6111111
2464,1.3422364,18,0.5
2465,1.4885839,18,0.5
2466,1.2076422,18,0.3888889
2467,1.0943183,19,0.6111111
2468,1.0620965,18,0.57894737
2469,1.3726244,18,0.5555556
2470,0.84165347,19,0.7222222
2471,1.4967232,19,0.47368422
2472,1.3289907,19,0.6315789
2473,1.4981502,20,0.5263158
2474,1.4061419,20,0.5
2475,0.8543711,20,0.75
2476,1.2628118,20,0.6
2477,1.2865162,19,0.6
2478,1.1366134,19,0.57894737
2479,1.1866179,20,0.5263158
2480,0.6886119,19,0.8
2481,0.93392634,19,0.68421054
2482,1.5386764,19,0.31578946
2483,0.8024503,19,0.7368421
2484,1.6035827,20,0.47368422
2485,1.4458892,20,0.45
2486,1.5333624,20,0.5
2487,1.3040674,20,0.55
2488,1.0062094,20,0.65
2489,1.3838427,19,0.6
2490,1.2276653,19,0.6315789
2491,1.401701,20,0.47368422
2492,1.6473713,20,0.35
2493,1.2020384,19,0.55
2494,1.5782665,20,0.6315789
2495,1.4297501,20,0.35
2496,1.6732893,20,0.45
2497,1.0660365,20,0.55
2498,0.9802185,20,0.7
2499,0.87657034,20,0.7
2500,1.0350134,19,0.55
2501,1.3889024,19,0.42105263
2502,1.623602,19,0.47368422
2503,1.3460646,19,0.36842105
2504,0.7096328,19,0.7894737
2505,1.285024,19,0.42105263
2506,1.2348934,19,0.57894737
2507,1.3849776,19,0.42105263
2508,1.339619,19,0.57894737
2509,1.80829,20,0.47368422
2510,1.3098891,19,0.5
2511,1.2359667,19,0.47368422
2512,0.91800046,19,0.47368422
2513,1.4592886,19,0.5263158
2514,0.98664975,19,0.68421054
2515,1.4046878,20,0.6315789
2516,1.0156233,20,0.6
2517,1.059684,20,0.6
2518,0.9105228,20,0.65
2519,1.1116741,21,0.75
2520,1.9254663,21,0.42857143
2521,1.5908931,21,0.42857143
2522,1.414235,21,0.47619048
2523,1.2279383,21,0.5714286
2524,0.7733354,21,0.71428573
2525,1.3661141,20,0.47619048
2526,0.9670929,20,0.6
2527,1.0152961,20,0.65
2528,1.7016414,20,0.35
2529,2.0969687,21,0.3
2530,1.2907614,21,0.5714286
2531,1.0378637,21,0.6666667
2532,1.571853,21,0.42857143
2533,1.1197145,21,0.52380955
2534,0.96211404,20,0.71428573
2535,1.2301834,21,0.5
2536,1.3511207,20,0.3809524
2537,1.8966277,20,0.45
2538,1.617477,20,0.55
2539,1.1101081,20,0.55
2540,0.97191876,20,0.85
2541,1.140979,20,0.6
2542,1.2259331,20,0.65
2543,1.3297732,20,0.55
2544,1.6386738,20,0.4
2545,1.3624339,19,0.45
2546,1.3407246,19,0.57894737
2547,1.3315791,19,0.42105263
2548,1.2715828,19,0.5263158
2549,0.49679175,19,0.84210527
2550,1.2711604,19,0.68421054
2551,1.2713511,19,0.6315789
2552,1.1350139,19,0.68421054
2553,1.3371514,19,0.5263158
2554,2.2025435,20,0.31578946
2555,1.4173548,20,0.5
2556,1.1676726,20,0.7
2557,1.0251948,20,0.65
2558,1.3482426,20,0.6
2559,1.1859453,20,0.6
2560,1.1015729,19,0.55
2561,1.5012927,19,0.47368422
2562,1.2904259,20,0.6315789
2563,1.8219388,19,0.5
2564,1.0032167,20,0.57894737
2565,1.2616302,20,0.75
2566,1.5636276,20,0.6
2567,1.7092072,20,0.45
2568,1.366057,20,0.6
2569,1.4627116,20,0.45
2570,1.0337536,20,0.7
2571,1.4408922,20,0.35
2572,1.3712356,20,0.5
2573,1.1376095,20,0.6
2574,1.7422161,20,0.5
2575,1.4993333,20,0.35
2576,1.2581929,20,0.65
2577,1.3134195,20,0.55
2578,1.1795175,20,0.65
2579,1.4289877,20,0.6
2580,1.004591,19,0.6
2581,1.1540997,19,0.6315789
2582,1.2116467,19,0.6315789
2583,1.6406033,20,0.47368422
2584,0.94052684,19,0.7
2585,1.2713485,20,0.5263158
2586,1.7491665,20,0.35
2587,1.1892704,20,0.6
2588,1.2583374,20,0.45
2589,1.0160011,19,0.55
2590,1.3634319,20,0.57894737
2591,1.271004,19,0.5
2592,1.0813953,19,0.5263158
2593,1.5644104,19,0.42105263
2594,1.2741197,19,0.5263158
2595,1.4056178,19,0.47368422
2596,1.0964402,18,0.57894737
2597,1.0814087,18,0.5555556
2598,1.5771121,18,0.33333334
2599,1.6114954,18,0.2777778
2600,0.9387238,18,0.6111111
2601,1.1180942,18,0.5555556
2602,1.3497412,17,0.44444445
2603,1.4249626,18,0.5882353
2604,1.3512251,18,0.44444445
2605,1.7259167,18,0.22222222
2606,1.413601,18,0.44444445
2607,1.3094512,18,0.6111111
2608,1.3599658,18,0.3888889
2609,0.9604679,18,0.6666667
2610,1.2772288,18,0.44444445
2611,0.91626716,19,0.6666667
2612,1.4258823,19,0.47368422
2613,1.5724007,19,0.57894737
2614,1.4037544,20,0.5263158
2615,1.2684315,20,0.55
2616,1.4209099,20,0.6
2617,1.035644,20,0.7
2618,1.2877138,20,0.6
2619,1.2553208,20,0.35
2620,0.89546144,20,0.65
2621,1.487385,20,0.55
2622,1.4865749,21,0.3
2623,1.5488719,21,0.52380955
2624,1.3808012,22,0.47619048
2625,1.7286648,22,0.4090909
2626,1.4559841,21,0.45454547
2627,1.3528215,21,0.52380955
2628,0.9353069,21,0.7619048
2629,1.386117,21,0.61904764
2630,1.3648268,21,0.5714286
2631,1.6964449,21,0.3809524
2632,0.91982615,21,0.6666667
2633,1.2887677,20,0.52380955
2634,1.3022349,20,0.5
2635,1.0736772,20,0.5
2636,2.2028232,20,0.25
2637,1.4990041,20,0.5
2638,1.1908301,20,0.55
2639,1.4156966,20,0.4
2640,1.2104439,20,0.6
2641,0.822974,20,0.6
2642,1.0616431,20,0.55
2643,1.0683112,20,0.6
2644,1.060825,20,0.6
2645,1.6241915,20,0.45
2646,1.3943062,21,0.6
2647,1.9318871,20,0.3809524
2648,1.2703403,21,0.6
2649,1.7360253,20,0.47619048
2650,1.0687637,20,0.7
2651,1.123685,20,0.5
2652,1.5873703,21,0.55
2653,1.3447521,21,0.47619048
2654,0.9924518,21,0.61904764
2655,1.1559511,21,0.61904764
2656,1.6100409,21,0.5714286
2657,1.4508138,21,0.52380955
2658,0.9704644,21,0.6666667
2659,1.0436244,21,0.5714286
2660,1.1451498,21,0.5714286
2661,1.1055971,21,0.7619048
2662,1.307834,21,0.61904764
2663,1.0701407,21,0.61904764
2664,1.6189128,21,0.3809524
2665,0.9903046,20,0.7619048
2666,1.1110227,21,0.6
2667,1.4527049,21,0.47619048
2668,1.2417498,21,0.61904764
2669,1.5790805,21,0.3809524
2670,1.4719923,20,0.52380955
2671,1.3114405,20,0.5
2672,1.7262306,20,0.5
2673,1.4605742,20,0.6
2674,0.87393284,20,0.7
2675,1.7640831,21,0.6
2676,1.1599174,21,0.52380955
2677,1.1138663,20,0.47619048
2678,0.84189683,20,0.65
2679,1.4589498,20,0.65
2680,1.399469,21,0.45
2681,1.7346402,21,0.52380955
2682,1.4278238,20,0.5714286
2683,0.975921,20,0.7
2684,1.0855116,20,0.55
2685,1.5714843,20,0.4
2686,1.093446,20,0.65
2687,1.2715796,20,0.45
2688,1.0029511,20,0.6
2689,1.0956221,20,0.65
2690,1.3200374,20,0.5
2691,1.261544,20,0.65
2692,1.0952066,19,0.55
2693,1.2312309,20,0.5263158
2694,0.97213286,20,0.5
2695,1.292798,20,0.6
2696,1.7004464,21,0.45
2697,1.4062344,21,0.42857143
2698,0.91637546,21,0.61904764
2699,1.7421163,21,0.33333334
2700,1.897399,21,0.33333334
2701,1.2774152,21,0.42857143
2702,0.92944026,21,0.6666667
2703,1.1693467,21,0.6666667
2704,1.4534512,20,0.42857143
2705,1.0650772,21,0.65
2706,1.4560187,21,0.5714286
2707,1.0530728,21,0.6666667
2708,1.6686609,21,0.42857143
2709,1.6094859,21,0.52380955
2710,1.4433798,21,0.5714286
2711,1.4517268,21,0.3809524
2712,1.4296244,20,0.47619048
2713,1.27288,20,0.55
2714,0.9036956,20,0.7
2715,1.4736307,21,0.55
2716,1.3433092,20,0.42857143
2717,1.6656015,20,0.45
2718,1.5065298,20,0.45
2719,1.3987684,20,0.6
2720,1.0429604,20,0.7
2721,1.4142548,20,0.55
2722,1.3896968,21,0.4
2723,1.3950242,21,0.52380955
2724,1.5404667,21,0.3809524
2725,1.0307953,20,0.71428573
2726,0.94567907,20,0.5
2727,1.2459633,20,0.5
2728,1.214141,20,0.5
2729,1.0552601,20,0.6
2730,1.2595389,20,0.5
2731,1.4793541,21,0.65
2732,1.3442991,21,0.52380955
2733,1.3937953,21,0.52380955
2734,1.133241,21,0.52380955
2735,1.4712437,21,0.47619048
2736,1.1996577,21,0.5714286
2737,1.1082712,21,0.52380955
2738,1.5413908,22,0.61904764
2739,1.3217069,21,0.6363636
2740,1.3836831,21,0.52380955
2741,1.4258784,21,0.47619048
2742,1.3636303,21,0.42857143
2743,1.3739946,21,0.5714286
2744,1.3554214,21,0.5714286
2745,1.3214389,21,0.47619048
2746,1.2690191,21,0.47619048
2747,1.2868559,21,0.52380955
2748,1.4560422,21,0.3809524
2749,1.2204256,20,0.61904764
2750,2.113781,21,0.35
2751,1.4812081,20,0.47619048
2752,0.97361517,20,0.55
2753,1.264455,20,0.6
2754,1.6707885,20,0.3
2755,0.74459326,20,0.75
2756,1.489809,20,0.4
2757,1.2152289,19,0.6
2758,1.0804965,19,0.6315789
2759,1.4321102,19,0.36842105
2760,1.3151273,20,0.6315789
2761,1.1837089,20,0.55
2762,1.241499,20,0.55
2763,1.2719755,19,0.65
2764,0.9013832,19,0.68421054
2765,1.1373872,19,0.68421054
2766,0.9605757,19,0.6315789
2767,1.3845801,19,0.47368422
2768,0.8871294,19,0.57894737
2769,0.9219839,19,0.84210527
2770,0.836295,19,0.7368421
2771,1.4212409,19,0.42105263
2772,1.1945238,19,0.57894737
2773,1.4632797,20,0.42105263
2774,1.1891222,19,0.5
2775,0.88418597,19,0.68421054
2776,0.8860248,20,0.7368421
2777,1.2063448,19,0.6
2778,0.88684714,20,0.6315789
2779,1.2450416,20,0.5
2780,1.3179748,21,0.6
2781,1.0166157,21,0.5714286
2782,0.97170913,21,0.61904764
2783,1.5102097,21,0.5714286
2784,1.064409,21,0.5714286
2785,1.4406197,21,0.47619048
2786,1.235536,22,0.42857143
2787,0.8643721,22,0.72727275
2788,1.0102143,22,0.72727275
2789,0.81780356,22,0.6818182
2790,1.326725,22,0.6363636
2791,1.0781415,22,0.54545456
2792,1.139491,22,0.59090906
2793,1.0639955,22,0.54545456
2794,1.7542142,23,0.45454547
2795,1.1594615,23,0.5652174
2796,1.6182951,23,0.4347826
2797,1.4581616,23,0.5652174
2798,1.2151062,23,0.5652174
2799,1.3084506,23,0.3478261
2800,1.1201535,22,0.5652174
2801,0.8516672,22,0.77272725
2802,2.0221007,23,0.4090909
2803,1.2301441,23,0.65217394
2804,1.1479832,23,0.5652174
2805,1.3465474,22,0.4347826
2806,1.3628174,22,0.5
2807,1.2531611,22,0.45454547
2808,1.1194819,22,0.6363636
2809,1.5157379,21,0.4090909
2810,0.7839794,21,0.6666667
2811,1.0371336,21,0.5714286
2812,1.0926222,21,0.6666667
2813,1.5679281,21,0.47619048
2814,1.2829895,21,0.5714286
2815,1.4473991,21,0.47619048
2816,1.1959116,21,0.5714286
2817,1.0451599,21,0.5714286
2818,0.8170889,21,0.61904764
2819,1.4675856,21,0.5714286
2820,1.2707262,21,0.61904764
2821,1.2506716,21,0.47619048
2822,1.2531465,21,0.61904764
2823,1.2258791,21,0.5714286
2824,1.6474512,21,0.42857143
2825,1.1870172,21,0.61904764
2826,1.0522027,21,0.71428573
2827,0.9138316,20,0.6666667
2828,0.97997725,20,0.65
2829,1.7586327,20,0.45
2830,1.1117976,20,0.6
2831,1.2480849,20,0.5
2832,1.3686516,20,0.6
2833,1.2312142,20,0.6
2834,1.0976236,20,0.55
2835,1.0397482,20,0.5
2836,1.59466,20,0.45
2837,1.1695315,20,0.65
2838,1.3542203,20,0.55
2839,1.3837297,20,0.4
2840,0.5470982,20,0.9
2841,1.2804935,20,0.55
2842,1.567068,19,0.3
2843,1.4091932,20,0.47368422
2844,1.6385248,20,0.4
2845,1.0780748,20,0.6
2846,0.9593582,20,0.7
2847,1.319225,20,0.45
2848,1.5283128,20,0.5
2849,1.2929114,20,0.7
2850,1.1985404,20,0.55
2851,1.1877449,20,0.6
2852,1.5391277,20,0.3
2853,1.2764577,20,0.55
2854,0.7534923,20,0.75
2855,1.1533711,20,0.6
2856,1.292042,21,0.6
2857,1.5742749,21,0.47619048
2858,1.3192418,21,0.47619048
2859,1.1981767,21,0.52380955
2860,1.1978201,21,0.6666667
2861,1.3660555,21,0.52380955
2862,1.1313566,21,0.5714286
2863,1.3764329,22,0.52380955
2864,1.2903082,22,0.54545456
2865,1.2728304,23,0.54545456
2866,1.6967431,22,0.4347826
2867,1.1584327,22,0.59090906
2868,1.6376086,22,0.4090909
2869,1.1200057,22,0.6363636
2870,1.3616822,22,0.5
2871,1.3298043,22,0.6818182
2872,1.3502958,22,0.5
2873,1.107258,22,0.59090906
2874,1.0443559,22,0.59090906
2875,1.3698552,22,0.59090906
2876,1.6076001,22,0.45454547
2877,1.7905234,22,0.4090909
2878,1.241674,21,0.54545456
2879,1.1096841,21,0.71428573
2880,1.5401355,21,0.52380955
2881,0.81859046,21,0.7619048
2882,1.2801908,21,0.61904764
2883,0.9680143,21,0.61904764
2884,0.9389148,21,0.61904764
2885,1.0706229,21,0.61904764
2886,1.4536959,21,0.6666667
2887,0.6679235,21,0.85714287
2888,1.000834,21,0.7619048
2889,1.0375826,21,0.6666667
2890,1.288798,21,0.3809524
2891,1.3999547,22,0.52380955
2892,0.93584096,22,0.59090906
2893,0.9364803,22,0.6818182
2894,1.3205136,21,0.4090909
2895,1.3145503,22,0.6666667
2896,0.9982811,22,0.6818182
2897,1.1680608,22,0.54545456
2898,1.3653798,22,0.59090906
2899,1.2466244,22,0.54545456
2900,1.2237111,22,0.59090906
2901,0.975878,22,0.6363636
2902,1.1646785,22,0.6818182
2903,1.3091664,22,0.59090906
2904,1.5027417,21,0.4090909
2905,1.5166453,22,0.42857143
2906,1.1567653,22,0.54545456
2907,1.289792,23,0.45454547
2908,1.386988,23,0.4347826
2909,1.2136698,23,0.5217391
2910,0.9868193,23,0.6956522
2911,0.9864567,23,0.65217394
2912,0.94956803,23,0.6956522
2913,1.2708137,23,0.4347826
2914,1.4014595,23,0.47826087
2915,1.1170818,23,0.5652174
2916,1.4721373,23,0.47826087
2917,0.94912493,23,0.6956522
2918,1.0377618,23,0.5217391
2919,0.81558716,23,0.73913044
2920,1.2677805,23,0.65217394
2921,1.5080339,23,0.47826087
2922,1.5516776,23,0.5217391
2923,1.2057388,23,0.5652174
2924,1.5154233,23,0.5652174
2925,1.1247914,23,0.5217391
2926,0.76978767,23,0.7826087
2927,1.7057945,23,0.4347826
2928,1.242749,23,0.4347826
2929,1.4090052,22,0.5217391
2930,1.4604443,23,0.77272725
2931,1.2456795,23,0.6086956
2932,1.4848759,23,0.47826087
2933,1.7906624,24,0.6086956
2934,1.3924065,24,0.5416667
2935,1.0952907,24,0.6666667
2936,1.4278308,23,0.625
2937,1.3109443,23,0.47826087
2938,1.4669363,23,0.3043478
2939,0.9348997,23,0.7826087
2940,0.8154626,23,0.73913044
2941,1.1078187,23,0.5652174
2942,1.1526808,22,0.6086956
2943,1.1775544,22,0.45454547
2944,1.2906139,22,0.5
2945,0.976022,21,0.59090906
2946,1.1656647,21,0.5714286
2947,0.96328574,21,0.6666667
2948,1.0160497,21,0.6666667
2949,1.0251645,21,0.71428573
2950,0.68782455,21,0.71428573
2951,1.1802003,21,0.5714286
2952,1.2353609,22,0.3809524
2953,1.1583896,22,0.45454547
2954,0.9831251,22,0.59090906
2955,0.8205551,22,0.6818182
2956,0.6306539,22,0.8636364
2957,1.2174054,23,0.59090906
