Step,Loss,Batch Size,Train Accuracy,Test Accuracy
2329,1.6650548,17,0.3529412,
2330,1.0575482,17,0.7058824,
2331,1.2750802,18,0.5882353,
2332,1.5175896,17,0.44444445,
2333,1.752696,17,0.4117647,
2334,1.1818898,17,0.4117647,
2335,1.6463499,17,0.5294118,
2336,1.6967967,18,0.4117647,
2337,1.358109,18,0.5,
2338,1.3107574,18,0.6666667,
2339,1.3965107,17,0.2777778,
2340,1.2798561,17,0.5294118,
2341,1.0347148,17,0.5882353,
2342,1.4144529,17,0.5294118,
2343,0.9626395,17,0.47058824,
2344,1.400899,17,0.5882353,
2345,1.2244194,17,0.5294118,
2346,1.1622669,17,0.64705884,
2347,1.642816,18,0.3529412,
2348,1.0776485,18,0.5,
2349,0.8478233,18,0.7777778,
2350,1.4786655,18,0.3888889,
2351,1.4643983,18,0.44444445,
2352,2.8850594,19,0.33333334,
2353,1.5318798,19,0.36842105,
2354,1.552509,18,0.57894737,
2355,1.0653615,18,0.6111111,
2356,1.1416279,18,0.5555556,
2357,1.1068817,17,0.5555556,
2358,1.5072771,17,0.47058824,
2359,0.7666449,17,0.7647059,
2360,1.0310786,17,0.64705884,
2361,1.5834048,17,0.5882353,
2362,0.97484106,17,0.64705884,
2363,1.1388807,17,0.47058824,
2364,1.3596612,18,0.4117647,
2365,1.0503557,18,0.5555556,
2366,1.0267137,18,0.5555556,
2367,1.2181816,18,0.5,
2368,1.3709964,18,0.6666667,
2369,1.2572535,18,0.3888889,
2370,1.3425127,19,0.5555556,
2371,1.1047956,19,0.5263158,
2372,1.4670115,19,0.42105263,
2373,1.5159562,19,0.57894737,
2374,1.1887885,18,0.42105263,
2375,1.2001641,19,0.7222222,
2376,1.1547935,19,0.7368421,
2377,1.0518814,19,0.5263158,
2378,0.99284124,19,0.5263158,
2379,1.4373375,20,0.5263158,
2380,1.680582,20,0.45,
2381,1.028239,20,0.75,
2382,1.4175265,19,0.5,
2383,1.2707084,19,0.57894737,
2384,1.1690801,19,0.57894737,
2385,1.6175997,19,0.42105263,
2386,1.243377,19,0.57894737,
2387,1.4424102,20,0.5263158,
2388,1.8603337,20,0.45,
2389,1.2138222,20,0.55,
2390,1.2045901,19,0.6,
2391,0.9781743,19,0.68421054,
2392,1.4094987,19,0.47368422,
2393,1.6918643,20,0.57894737,
2394,1.6783154,20,0.45,
2395,1.2314283,20,0.4,
2396,1.3645184,20,0.6,
2397,1.2405492,19,0.5,
2398,1.2564832,19,0.5263158,
2399,1.214799,19,0.6315789,
2400,1.0733261,19,0.6315789,0.5296
2401,1.1548419,19,0.42105263,
2402,0.9494653,19,0.5263158,
2403,1.7154341,19,0.5263158,
2404,1.7400184,19,0.31578946,
2405,1.9993982,20,0.5263158,
2406,1.1355953,19,0.6,
2407,1.7932364,19,0.2631579,
2408,1.3789762,19,0.47368422,
2409,1.3551874,19,0.42105263,
2410,1.3867248,18,0.47368422,
2411,1.4162952,18,0.5,
2412,1.0117867,18,0.6111111,
2413,1.3730319,19,0.5555556,
2414,1.3055346,19,0.57894737,
2415,1.0092262,19,0.6315789,
2416,1.6460319,19,0.42105263,
2417,1.3045021,19,0.47368422,
2418,1.3088497,19,0.5263158,
2419,1.5343994,19,0.68421054,
2420,1.4507829,19,0.57894737,
2421,1.1431487,18,0.57894737,
2422,1.468811,18,0.44444445,
2423,1.4413791,18,0.5555556,
2424,1.1396288,18,0.5555556,
2425,1.4663858,18,0.44444445,
2426,1.1778406,18,0.5555556,
2427,1.1723478,18,0.5555556,
2428,1.2526778,18,0.5,
2429,1.3293446,18,0.44444445,
2430,1.5647504,18,0.44444445,
2431,1.6548439,18,0.5,
2432,1.0466201,17,0.6666667,
2433,1.0170584,18,0.5294118,
2434,1.0460641,18,0.6666667,
2435,1.3531967,18,0.3888889,
2436,1.075825,18,0.7222222,
2437,1.1078317,18,0.6666667,
2438,1.8296866,19,0.3888889,
2439,1.9008311,20,0.36842105,
2440,1.1253811,20,0.45,
2441,1.3305851,20,0.45,
2442,1.379436,20,0.6,
2443,1.6536556,20,0.4,
2444,1.0473716,20,0.7,
2445,1.6773014,20,0.5,
2446,1.3786329,19,0.5,
2447,1.6674223,19,0.47368422,
2448,1.3947232,19,0.36842105,
2449,1.5142603,19,0.31578946,
2450,0.9428912,19,0.68421054,
2451,1.2684444,19,0.42105263,
2452,1.4418602,19,0.57894737,
2453,1.5925156,20,0.47368422,
2454,1.570877,20,0.45,
2455,1.2948401,20,0.55,
2456,1.1835033,20,0.65,
2457,1.1445634,19,0.55,
2458,1.1673546,19,0.6315789,
2459,1.506607,19,0.42105263,
2460,1.0417506,19,0.6315789,
2461,1.6956289,18,0.2631579,
2462,1.0177616,18,0.6666667,
2463,0.98676753,18,0.6111111,
2464,1.5848665,18,0.44444445,
2465,1.1403558,18,0.6111111,
2466,1.2901658,18,0.5555556,
2467,1.2310333,17,0.6111111,
2468,1.3450351,17,0.64705884,
2469,1.3384651,17,0.5294118,
2470,1.4379271,17,0.3529412,
2471,1.8213509,17,0.3529412,
2472,1.0868232,17,0.64705884,
2473,1.4371344,17,0.47058824,
2474,1.771676,17,0.29411766,
2475,1.0192168,16,0.7058824,
2476,1.7345417,17,0.5625,
2477,1.3488785,17,0.4117647,
2478,1.1766719,16,0.5294118,
2479,0.8651527,16,0.75,
2480,1.2865635,17,0.5625,
2481,1.6400424,17,0.3529412,
2482,1.6335078,17,0.29411766,
2483,1.4384363,16,0.4117647,
2484,1.4608893,16,0.5,
2485,1.9487005,17,0.1875,
2486,1.762078,16,0.23529412,
2487,1.2868665,16,0.5625,
2488,1.9942678,16,0.375,
2489,1.4720529,16,0.5625,
2490,1.0399194,16,0.5,
2491,1.1692233,16,0.6875,
2492,1.1231804,16,0.625,
2493,1.1470209,16,0.625,
2494,1.8484467,16,0.25,
2495,1.7595824,16,0.4375,
2496,0.9314709,16,0.625,
2497,1.4889958,16,0.5625,
2498,1.6075935,16,0.5,
2499,1.188539,16,0.4375,
2500,0.76300764,16,0.6875,0.5042
2501,1.2138125,16,0.4375,
2502,1.0706769,16,0.625,
2503,1.7061272,17,0.4375,
2504,1.7072186,17,0.4117647,
2505,1.2048259,16,0.5294118,
2506,1.2493292,16,0.5,
2507,1.2286185,17,0.5625,
2508,1.1860403,16,0.5882353,
2509,1.7040566,17,0.5625,
2510,1.4906037,17,0.47058824,
2511,1.5643402,16,0.4117647,
2512,1.8290178,16,0.375,
2513,1.4590096,16,0.625,
2514,1.1294911,16,0.5625,
2515,1.5812101,16,0.4375,
2516,1.7579043,16,0.375,
2517,1.3561249,16,0.4375,
2518,1.521623,16,0.375,
2519,1.1571585,16,0.625,
2520,1.1728601,16,0.5625,
2521,1.9922528,16,0.1875,
2522,1.3406951,16,0.625,
2523,1.5749955,16,0.5,
2524,1.7330716,16,0.3125,
2525,1.2538054,16,0.6875,
2526,1.169679,16,0.5625,
2527,1.4834193,16,0.5625,
2528,1.2466273,16,0.5625,
2529,1.0370872,16,0.625,
2530,1.1821774,16,0.5,
2531,1.1161673,16,0.625,
2532,1.5377163,16,0.5,
2533,1.0271411,16,0.625,
2534,1.1691437,16,0.625,
2535,1.4668874,16,0.5,
2536,1.3335737,16,0.5,
2537,0.8220954,16,0.9375,
2538,1.4220347,16,0.4375,
2539,1.2565788,16,0.5625,
2540,1.0946077,16,0.6875,
2541,1.6077161,16,0.4375,
2542,1.4504002,16,0.625,
2543,1.0266322,16,0.8125,
2544,1.1237441,16,0.5625,
2545,1.1470429,17,0.625,
2546,1.1756661,17,0.5882353,
2547,0.9913633,17,0.7058824,
2548,1.1608131,17,0.5882353,
2549,1.1770455,17,0.5882353,
2550,1.7754396,17,0.5294118,
2551,1.1575874,18,0.5294118,
2552,1.1856179,18,0.5,
2553,1.403254,18,0.44444445,
2554,1.1735421,18,0.6111111,
2555,1.2096202,18,0.6111111,
2556,1.4675742,18,0.5,
2557,1.5198203,19,0.5,
2558,0.89681894,18,0.68421054,
2559,1.3101778,18,0.5555556,
2560,0.99070233,18,0.7222222,
2561,1.4557502,20,0.5,
2562,0.95955485,20,0.65,
2563,1.7004696,20,0.45,
2564,1.1653169,20,0.5,
2565,1.4032813,19,0.55,
2566,1.5072894,19,0.36842105,
2567,1.1581423,19,0.6315789,
2568,1.3958431,20,0.36842105,
2569,1.2867877,20,0.55,
2570,1.3389739,19,0.65,
2571,1.6203369,20,0.42105263,
2572,0.87334824,20,0.6,
2573,1.4673723,20,0.7,
2574,1.150976,20,0.6,
2575,1.554445,19,0.45,
2576,1.5095526,19,0.5263158,
2577,1.4648803,20,0.42105263,
2578,1.1739372,19,0.7,
2579,1.4826689,19,0.42105263,
2580,1.6002139,19,0.31578946,
2581,1.2711318,19,0.47368422,
2582,1.5986348,19,0.42105263,
2583,0.9418355,19,0.7368421,
2584,1.5489753,19,0.42105263,
2585,1.0322396,18,0.6315789,
2586,0.8409591,18,0.7222222,
2587,1.1921529,18,0.6666667,
2588,1.186708,18,0.6111111,
2589,1.4225276,18,0.44444445,
2590,0.9275337,18,0.6666667,
2591,1.3138496,18,0.6111111,
2592,1.4267902,19,0.5,
2593,1.2978888,19,0.5263158,
2594,1.6487373,19,0.31578946,
2595,1.0805928,19,0.7894737,
2596,1.3254199,19,0.36842105,
2597,1.1300433,19,0.57894737,
2598,1.0114673,19,0.68421054,
2599,1.0233341,19,0.68421054,
2600,1.3357757,19,0.36842105,0.5493
2601,1.3347263,19,0.5263158,
2602,1.031455,19,0.57894737,
2603,1.5520043,19,0.5263158,
2604,1.6866623,18,0.42105263,
2605,1.0958505,18,0.5,
2606,0.939376,18,0.6666667,
2607,1.3452048,18,0.5,
2608,1.357581,18,0.33333334,
2609,1.8006063,18,0.5,
2610,1.0445089,18,0.6666667,
2611,0.8062593,18,0.7222222,
2612,1.5037402,18,0.3888889,
2613,1.5672526,18,0.44444445,
2614,1.5899109,18,0.33333334,
2615,1.6201301,18,0.3888889,
2616,1.5538983,19,0.44444445,
2617,1.0600833,19,0.57894737,
2618,1.2809805,18,0.57894737,
2619,1.7051148,18,0.3888889,
2620,0.94295883,18,0.7777778,
2621,1.3122267,18,0.5,
2622,0.9921075,18,0.7222222,
2623,1.4291869,18,0.6111111,
2624,0.97479755,18,0.6111111,
2625,0.9709744,18,0.7222222,
2626,1.5688616,18,0.5,
2627,1.4138587,18,0.5555556,
2628,1.5489498,18,0.44444445,
2629,1.431267,18,0.44444445,
2630,1.5828574,18,0.3888889,
2631,0.74117076,18,0.7777778,
2632,1.2042763,18,0.6666667,
2633,1.5582393,18,0.3888889,
2634,1.146534,18,0.6111111,
2635,1.2971762,18,0.5,
2636,1.3639371,18,0.3888889,
2637,1.3736844,18,0.44444445,
2638,1.4001248,18,0.5,
2639,0.9452727,18,0.7777778,
2640,1.3151709,18,0.5,
2641,1.380913,18,0.5,
2642,1.4230981,18,0.6111111,
2643,1.9754702,18,0.3888889,
2644,1.2581345,18,0.6666667,
2645,1.3716542,17,0.5,
2646,1.2844601,17,0.5882353,
2647,1.6012133,17,0.47058824,
2648,1.6260227,17,0.3529412,
2649,1.5793839,17,0.47058824,
2650,1.1280591,17,0.5294118,
2651,1.1459093,17,0.64705884,
2652,1.1874024,17,0.5882353,
2653,1.1381831,17,0.64705884,
2654,1.3092525,16,0.5882353,
2655,1.3924508,16,0.5,
2656,1.8848834,17,0.4375,
2657,1.0470451,17,0.7058824,
2658,1.2126282,17,0.5882353,
2659,1.1996113,17,0.47058824,
2660,1.3861363,17,0.47058824,
2661,1.3843225,17,0.5882353,
2662,1.6617112,18,0.3529412,
2663,0.9921506,18,0.7222222,
2664,0.8143053,18,0.8333333,
2665,1.5693477,18,0.5,
2666,0.76381254,17,0.7777778,
2667,0.7914073,18,0.7058824,
2668,1.3993745,18,0.5,
2669,1.3365269,18,0.5,
2670,1.6271074,19,0.5,
2671,1.8783892,18,0.21052632,
2672,1.5811304,18,0.44444445,
2673,1.9331905,18,0.3888889,
2674,1.9211373,19,0.2777778,
2675,1.2708966,18,0.47368422,
2676,1.0863458,18,0.6111111,
2677,1.4810216,18,0.44444445,
2678,1.1587648,18,0.6666667,
2679,1.0192987,18,0.6666667,
2680,1.2214499,18,0.5555556,
2681,0.8763081,18,0.6666667,
2682,1.5304542,18,0.5555556,
2683,1.206586,19,0.6666667,
2684,1.8019025,19,0.42105263,
2685,0.86523837,19,0.7368421,
2686,1.4572079,19,0.5263158,
2687,1.2699627,19,0.42105263,
2688,1.2988851,19,0.47368422,
2689,1.263373,19,0.5263158,
2690,1.3038709,19,0.6315789,
2691,1.2228202,19,0.57894737,
2692,1.0042486,19,0.68421054,
2693,1.1290573,19,0.5263158,
2694,1.13737,19,0.47368422,
2695,1.6778469,19,0.5263158,
2696,1.6262116,20,0.47368422,
2697,1.6113002,20,0.45,
2698,0.9749448,20,0.65,
2699,1.2434676,20,0.45,
2700,1.5311997,20,0.55,0.542
2701,1.2052095,20,0.55,
2702,1.6848323,20,0.35,
2703,1.1627928,20,0.6,
2704,1.5525166,20,0.45,
2705,1.1941735,20,0.55,
2706,1.4447925,20,0.45,
2707,1.4495894,20,0.5,
2708,1.3118703,20,0.55,
2709,1.5176632,20,0.5,
2710,1.2882518,20,0.5,
2711,0.9776708,19,0.75,
2712,1.5679064,19,0.5263158,
2713,1.1678495,19,0.57894737,
2714,1.2934989,19,0.57894737,
2715,0.81136876,19,0.7368421,
2716,1.0939144,19,0.6315789,
2717,0.8529082,19,0.6315789,
2718,1.4026372,18,0.57894737,
2719,1.4266403,18,0.2777778,
2720,1.2089002,19,0.7222222,
2721,1.1475967,18,0.57894737,
2722,1.4042242,18,0.5555556,
2723,1.0481555,18,0.6666667,
2724,1.1966342,18,0.7777778,
2725,1.1048459,18,0.6111111,
2726,1.0401978,18,0.6111111,
2727,0.99285275,19,0.6111111,
2728,1.5195758,19,0.5263158,
2729,1.2028939,18,0.42105263,
2730,1.1878377,19,0.5555556,
2731,1.1495169,19,0.68421054,
2732,1.1462651,19,0.47368422,
2733,1.4001321,19,0.57894737,
2734,1.3894683,19,0.47368422,
2735,1.5164881,20,0.47368422,
2736,1.5867271,19,0.5,
2737,1.4238034,19,0.42105263,
2738,1.6005902,19,0.36842105,
2739,1.064201,19,0.57894737,
2740,0.8582523,19,0.7894737,
2741,1.1044493,18,0.6315789,
2742,1.6189508,19,0.5,
2743,1.4607288,18,0.47368422,
2744,1.7263228,19,0.33333334,
2745,1.0701903,18,0.6315789,
2746,1.3094016,18,0.5,
2747,1.3445363,18,0.5,
2748,0.7587169,18,0.8888889,
2749,1.2815886,18,0.5,
2750,1.3186668,19,0.5,
2751,1.2016631,19,0.6315789,
2752,1.2081188,19,0.42105263,
2753,1.0196005,19,0.6315789,
2754,0.96676826,20,0.57894737,
2755,1.3537885,20,0.7,
2756,1.1113826,20,0.75,
2757,2.0453908,20,0.4,
2758,1.4031075,21,0.55,
2759,1.2848971,20,0.42857143,
2760,0.8907617,20,0.7,
2761,1.1123428,20,0.55,
2762,1.359215,20,0.5,
2763,0.8918654,20,0.75,
2764,1.0568957,20,0.65,
2765,0.9377321,21,0.65,
2766,1.2396885,21,0.52380955,
2767,0.9103062,21,0.6666667,
2768,0.982807,21,0.6666667,
2769,1.6069586,21,0.47619048,
2770,1.2768289,21,0.61904764,
2771,1.7750168,21,0.42857143,
2772,0.9534064,21,0.61904764,
2773,0.85635424,21,0.7619048,
2774,0.7627321,21,0.7619048,
2775,1.3226084,21,0.47619048,
2776,1.4520093,21,0.61904764,
2777,1.3424156,21,0.52380955,
2778,1.2507131,21,0.5714286,
2779,0.8396739,21,0.7619048,
2780,1.3919108,22,0.5714286,
2781,1.6144664,22,0.45454547,
2782,1.1467932,21,0.54545456,
2783,1.6023941,22,0.47619048,
2784,1.3748562,22,0.54545456,
2785,1.6242038,21,0.36363637,
2786,1.2663002,22,0.5714286,
2787,1.4426732,22,0.5,
2788,1.5457247,22,0.4090909,
2789,1.2093357,22,0.6363636,
2790,1.554049,22,0.45454547,
2791,1.070676,21,0.6363636,
2792,1.1660765,22,0.61904764,
2793,1.1752018,21,0.54545456,
2794,1.5831553,21,0.47619048,
2795,0.7460776,21,0.85714287,
2796,1.5271051,21,0.42857143,
2797,1.5630262,22,0.47619048,
2798,1.3443856,21,0.4090909,
2799,1.282029,21,0.5714286,
2800,1.446323,21,0.47619048,0.5837
2801,1.121001,21,0.7619048,
2802,1.1685482,21,0.47619048,
2803,1.2295966,21,0.42857143,
2804,1.3009875,20,0.47619048,
2805,1.1121684,20,0.6,
2806,1.1254495,20,0.6,
2807,1.3636566,20,0.65,
2808,1.5261738,20,0.5,
2809,1.2594107,20,0.6,
2810,0.870983,20,0.65,
2811,1.2817131,20,0.55,
2812,1.1646185,20,0.65,
2813,1.1847174,20,0.65,
2814,1.4030764,21,0.55,
2815,1.1654627,21,0.5714286,
2816,1.3682016,21,0.47619048,
2817,1.6461684,21,0.3809524,
2818,1.4519212,21,0.52380955,
2819,1.6074836,22,0.3809524,
2820,1.3444698,22,0.36363637,
2821,1.5192708,22,0.45454547,
2822,1.2955135,22,0.54545456,
2823,1.1587749,22,0.59090906,
2824,1.583353,22,0.5,
2825,1.3078663,22,0.4090909,
2826,1.0213245,22,0.59090906,
2827,1.706165,21,0.36363637,
2828,1.1434546,21,0.5714286,
2829,0.81717956,21,0.7619048,
2830,1.4186667,21,0.61904764,
2831,1.4158627,21,0.6666667,
2832,0.9630748,21,0.52380955,
2833,1.4745257,21,0.47619048,
2834,0.711271,21,0.71428573,
2835,0.73194814,21,0.7619048,
2836,1.4498287,21,0.3809524,
2837,0.6900528,21,0.71428573,
2838,1.5092748,21,0.6666667,
2839,1.2127534,20,0.52380955,
2840,1.2908394,21,0.35,
2841,1.1929477,21,0.5714286,
2842,1.0960016,21,0.61904764,
2843,1.1633742,20,0.61904764,
2844,1.0666935,20,0.55,
2845,0.9671051,21,0.75,
2846,0.9457482,21,0.61904764,
2847,1.4602618,21,0.42857143,
2848,0.8402284,21,0.7619048,
2849,1.0256416,22,0.61904764,
2850,1.0183833,22,0.59090906,
2851,1.2229289,22,0.59090906,
2852,0.97483957,22,0.72727275,
2853,0.9922293,22,0.59090906,
2854,0.8782221,22,0.6818182,
2855,1.0479659,23,0.6818182,
2856,1.5175853,23,0.5652174,
2857,1.428807,23,0.4347826,
2858,0.9545041,23,0.73913044,
2859,1.3613427,24,0.6086956,
2860,1.4451243,24,0.5833333,
2861,1.3499489,24,0.5,
2862,1.1116767,24,0.5,
2863,0.9141572,24,0.625,
2864,1.4308008,24,0.5416667,
2865,1.1412481,24,0.6666667,
2866,1.3034219,23,0.45833334,
2867,1.0583603,23,0.65217394,
2868,1.7069652,23,0.47826087,
2869,1.7721633,23,0.3478261,
2870,1.0090129,23,0.5217391,
2871,1.410867,23,0.5217391,
2872,1.1803936,23,0.47826087,
2873,1.1371845,23,0.6086956,
2874,1.2963743,23,0.39130434,
2875,0.8666123,23,0.7826087,
2876,1.2796357,23,0.5217391,
2877,1.156673,23,0.5652174,
2878,1.1311876,22,0.5652174,
2879,1.0120152,22,0.6818182,
2880,1.3271023,22,0.6818182,
2881,1.2485881,22,0.54545456,
2882,1.2218562,22,0.5,
2883,1.3214909,22,0.59090906,
2884,1.1992788,22,0.59090906,
2885,1.0687225,22,0.6818182,
2886,1.2570994,22,0.59090906,
2887,1.334482,23,0.4090909,
2888,1.2348106,23,0.5217391,
2889,1.3082925,23,0.6086956,
2890,1.5511713,24,0.5652174,
2891,1.5207514,24,0.45833334,
2892,0.80425483,24,0.7083333,
2893,1.5986085,24,0.375,
2894,1.4877628,23,0.5,
2895,1.0887666,23,0.73913044,
2896,1.4170461,23,0.47826087,
2897,1.2039875,23,0.65217394,
2898,1.4868822,23,0.5652174,
2899,1.3810996,23,0.65217394,
2900,1.256459,22,0.6086956,0.5955
2901,1.0878658,22,0.72727275,
2902,1.3964001,22,0.4090909,
2903,1.1206195,22,0.6363636,
2904,1.0531445,21,0.59090906,
2905,0.83416975,21,0.7619048,
2906,1.4132177,21,0.52380955,
2907,1.5198698,21,0.52380955,
2908,0.84607023,21,0.85714287,
2909,0.8917619,21,0.7619048,
2910,1.1375552,21,0.5714286,
2911,1.615836,21,0.52380955,
2912,1.0873842,21,0.52380955,
2913,1.0330148,21,0.52380955,
2914,1.0192815,21,0.71428573,
2915,1.2923769,21,0.47619048,
2916,0.81099427,21,0.71428573,
2917,1.8148253,21,0.33333334,
2918,1.2200922,21,0.6666667,
2919,1.2352899,21,0.61904764,
2920,1.1877481,21,0.47619048,
2921,1.327025,21,0.52380955,
2922,1.5284678,21,0.52380955,
2923,0.5130837,21,0.85714287,
2924,0.88015866,21,0.71428573,
2925,1.4492738,21,0.47619048,
2926,1.4567629,22,0.42857143,
2927,1.5883933,22,0.45454547,
2928,0.8430769,22,0.6818182,
2929,1.1568475,22,0.6363636,
2930,1.3633794,22,0.6818182,
2931,0.97396505,21,0.6363636,
2932,1.0253117,22,0.71428573,
2933,1.0139959,21,0.6363636,
2934,1.2423728,22,0.52380955,
2935,1.2539834,22,0.54545456,
2936,1.1950173,22,0.54545456,
2937,1.455758,22,0.45454547,
2938,1.5685658,22,0.5,
2939,1.152472,22,0.6363636,
2940,1.2006224,22,0.5,
2941,1.5637807,22,0.54545456,
2942,1.0264549,21,0.59090906,
2943,1.1495798,22,0.6666667,
2944,1.0727007,22,0.6363636,
2945,1.1840427,22,0.77272725,
2946,1.073093,21,0.6363636,
2947,0.7516075,22,0.71428573,
2948,1.4485562,22,0.5,
2949,1.3808923,22,0.59090906,
2950,0.74488294,22,0.77272725,
2951,0.95392346,22,0.59090906,
2952,1.2118723,22,0.54545456,
2953,1.3991083,22,0.6363636,
2954,1.0923122,22,0.54545456,
2955,1.3046615,22,0.54545456,
2956,1.1429248,22,0.59090906,
2957,1.438205,22,0.4090909,
2958,0.95064485,22,0.72727275,
2959,1.2482935,23,0.45454547,
2960,1.4385635,23,0.5652174,
2961,1.7492638,23,0.39130434,
2962,1.161514,23,0.6086956,
2963,1.207603,23,0.47826087,
2964,1.0801022,23,0.6086956,
2965,1.4034818,23,0.39130434,
2966,1.4362386,23,0.65217394,
2967,1.4220024,23,0.5217391,
2968,1.0264263,23,0.73913044,
2969,1.3249626,23,0.5217391,
2970,1.3471177,22,0.5217391,
2971,1.1324804,22,0.6818182,
2972,1.1364994,22,0.72727275,
2973,1.4435264,22,0.6363636,
2974,1.1460954,22,0.54545456,
2975,1.0840447,22,0.6818182,
2976,1.4684688,22,0.45454547,
2977,1.0305835,22,0.59090906,
2978,1.2502484,22,0.6363636,
2979,1.3770249,22,0.5,
2980,1.6072717,22,0.4090909,
2981,1.1194974,22,0.5,
2982,1.263907,22,0.36363637,
2983,0.9924009,22,0.77272725,
2984,1.1962346,22,0.5,
2985,1.6450372,22,0.45454547,
2986,1.0539738,22,0.54545456,
2987,1.4660603,22,0.5,
2988,0.89247894,22,0.6363636,
2989,1.1516563,22,0.5,
2990,0.9049027,22,0.6363636,
2991,1.5632195,22,0.54545456,
2992,1.0710969,23,0.6818182,
2993,1.0550935,22,0.5652174,
2994,1.2433957,22,0.4090909,
2995,1.131754,22,0.59090906,
2996,1.9572705,22,0.22727273,
2997,1.1359175,22,0.54545456,
2998,1.4428121,21,0.45454547,
2999,0.62365586,21,0.95238096,
3000,0.8109391,21,0.8095238,0.5952
3001,1.3183527,22,0.61904764,
3002,1.2063222,22,0.59090906,
3003,1.0921289,22,0.54545456,
3004,1.2593759,22,0.54545456,
3005,1.5400718,22,0.45454547,
3006,1.2375842,23,0.6818182,
3007,0.9144906,23,0.6086956,
3008,1.0867678,22,0.65217394,
3009,1.0010524,22,0.77272725,
3010,1.2730798,22,0.6363636,
3011,0.82106626,22,0.6818182,
3012,1.5494475,22,0.4090909,
3013,1.1915768,22,0.59090906,
3014,1.1458052,22,0.6818182,
3015,0.5201096,22,0.8181818,
3016,1.0113255,22,0.6818182,
3017,1.176573,23,0.54545456,
3018,1.203023,22,0.6956522,
3019,0.92777044,22,0.59090906,
3020,1.3842273,22,0.45454547,
3021,1.2522883,22,0.3181818,
3022,0.7563744,22,0.72727275,
3023,1.418571,23,0.54545456,
3024,1.0351433,23,0.6086956,
3025,1.4496181,24,0.39130434,
3026,0.9424451,23,0.625,
3027,1.6103829,24,0.5217391,
3028,1.2558672,24,0.45833334,
3029,1.1580127,24,0.5833333,
3030,1.1229886,23,0.7083333,
3031,1.1257824,23,0.5652174,
3032,1.111887,23,0.73913044,
3033,1.0939567,23,0.5652174,
3034,1.1037449,23,0.65217394,
3035,1.322593,23,0.6086956,
3036,0.8773943,22,0.65217394,
3037,1.0010959,23,0.6818182,
3038,1.7409638,23,0.47826087,
3039,1.1114429,22,0.6086956,
3040,1.4210173,22,0.54545456,
3041,1.5800834,22,0.36363637,
3042,0.87009084,22,0.6363636,
3043,1.0345395,22,0.6363636,
3044,0.8647487,22,0.6363636,
3045,0.73626417,22,0.8636364,
3046,1.5487479,22,0.6363636,
3047,1.1316028,23,0.54545456,
3048,0.91602045,22,0.65217394,
3049,1.0980523,22,0.59090906,
3050,0.9084251,22,0.6363636,
3051,1.5929011,22,0.36363637,
3052,1.2042391,22,0.54545456,
3053,1.5417248,22,0.54545456,
3054,1.1687139,22,0.72727275,
3055,1.0157647,22,0.54545456,
3056,1.702222,22,0.45454547,
3057,1.2146003,22,0.59090906,
3058,0.78697354,22,0.72727275,
3059,1.5234758,21,0.45454547,
3060,1.0318489,21,0.5714286,
3061,1.226285,21,0.5714286,
3062,0.7787798,21,0.6666667,
3063,1.113489,21,0.52380955,
3064,1.1061598,21,0.5714286,
3065,0.96033597,21,0.71428573,
3066,1.1714259,21,0.47619048,
3067,0.89598244,21,0.71428573,
3068,0.8304572,21,0.6666667,
3069,1.0936228,22,0.61904764,
3070,0.9690708,22,0.6363636,
3071,1.1081433,22,0.59090906,
3072,0.96569735,22,0.59090906,
3073,1.6236626,22,0.36363637,
3074,1.362691,22,0.45454547,
3075,0.7755441,22,0.72727275,
3076,1.0804965,22,0.5,
3077,1.3458489,23,0.6363636,
3078,1.0414844,23,0.6086956,
3079,1.0410691,23,0.6086956,
3080,1.3213372,23,0.6086956,
3081,1.1698179,23,0.5652174,
3082,0.8157279,23,0.6956522,
3083,1.0272413,23,0.5652174,
3084,1.0728736,23,0.65217394,
3085,1.3404828,23,0.5652174,
3086,1.3257493,23,0.47826087,
3087,0.9771794,23,0.65217394,
3088,0.97776794,23,0.65217394,
3089,0.944491,23,0.5652174,
3090,1.2239871,23,0.47826087,
3091,1.16828,24,0.5652174,
3092,1.1875805,24,0.625,
3093,1.102057,24,0.7083333,
3094,1.237567,24,0.5416667,
3095,1.4034152,23,0.41666666,
3096,0.98138,23,0.6956522,
3097,0.98317933,23,0.6086956,
3098,1.3750558,23,0.5652174,
3099,1.2441481,23,0.5652174,
3100,0.9951882,23,0.65217394,0.6062
3101,1.356753,23,0.47826087,
3102,1.1569384,23,0.5217391,
3103,1.0351385,23,0.6956522,
3104,1.1456797,23,0.6086956,
3105,1.2232436,22,0.6086956,
3106,1.2032424,23,0.54545456,
3107,1.1924288,23,0.6086956,
3108,0.9840181,23,0.6956522,
3109,0.8701922,23,0.6956522,
3110,1.3535557,23,0.5652174,
3111,0.87479633,23,0.65217394,
3112,0.8051783,23,0.65217394,
3113,1.184703,23,0.73913044,
3114,0.8219827,23,0.6956522,
3115,1.1339891,23,0.5652174,
3116,1.0354416,23,0.6956522,
3117,0.83737546,23,0.6086956,
3118,1.1759816,23,0.6086956,
3119,1.0104908,23,0.6956522,
3120,0.41251716,23,0.8695652,
3121,0.939301,24,0.6956522,
3122,0.8973765,24,0.75,
3123,1.5781709,24,0.5,
3124,0.9322698,24,0.5833333,
3125,0.9178837,25,0.625,
